temperature,vibration,pressure,failure
74.96714153011233,5.926177547531641,106.99677718293,0
68.61735698828815,6.9094166404701305,104.62316841456385,0
76.47688538100692,3.6014324261808586,100.29815184960087,0
85.23029856408026,5.562969236690571,96.76531611147213,0
67.65846625276664,4.3493574308781735,103.49111656806795,0
67.6586304305082,4.512874616235304,101.96742692710875,0
85.79212815507391,4.407606075761131,104.47596610013866,0
77.67434729152909,4.136009230320184,103.17585900840984,0
65.30525614065049,5.048521627944827,105.24776357659667,0
75.42560043585965,4.169049883588962,97.32382394219717,0
65.36582307187538,5.2704568257798385,106.58697032817163,0
65.34270246429743,4.949761890550863,100.987998023462,0
72.41962271566034,4.76105195313359,110.37630436312632,0
50.86719755342202,4.092436337958402,96.55406090955216,0
52.75082167486967,4.423228669431667,108.67981901582624,0
64.37712470759027,5.755391225825756,100.98955391731324,0
59.87168879665576,5.500917187624381,96.74290998192775,0
73.14247332595274,4.022444755201449,97.58057082972839,0
60.91975924478789,5.099332305429225,98.3982634590284,1
55.87696298664709,5.751387123371789,102.12082973200958,0
84.65648768921554,3.3305947188786282,102.6141774401775,0
67.74223699513465,5.543360192379935,97.13149998030711,0
70.67528204687923,4.337376241054153,99.87822703869509,0
55.75251813786544,5.570598668593159,110.71135179305932,0
64.55617275474818,4.236740843457483,108.63771585050355,0
71.10922589709867,3.195117899335481,102.18161834837016,0
58.490064225776976,3.3724575621168373,100.190017390841,0
73.75698018345672,5.048084946661382,100.60015663359131,0
63.99361310081195,5.259722501721482,103.06758986365209,0
67.08306250206724,4.095683374895591,94.88603717400797,0
63.98293387770603,5.638592458777374,98.71311731288327,0
88.52278184508938,3.33847993773104,91.65707963061206,0
69.86502775262066,4.9339202013526835,101.99611561302639,0
59.422890710440996,3.7889838002375433,103.2359796985137,0
78.22544912103189,4.3481638921978405,97.58406768850313,0
57.791563500289776,5.047398671316414,107.86993381645016,0
72.08863595004756,4.139586634716047,93.8711716849883,0
50.403298761202244,4.615444455770175,92.6781255989509,0
56.71813951101569,6.0062928092144405,101.12225909279987,0
71.96861235869123,4.423108130476852,105.23549151306077,0
77.3846657999541,5.835692112065142,108.41963845728934,0
71.7136828118997,3.870293145342382,97.7055786856553,0
68.8435171761176,5.529804177915283,105.39340416715648,0
66.98896304410711,6.4415686206579,99.80745765249647,0
55.214780096325725,2.5283554998727107,99.1368635002959,0
62.801557916052914,4.203104744529523,104.41829968743336,0
65.39361229040213,5.57707212718054,103.2616143920671,0
80.57122226218915,4.796954613957007,92.11803921507875,0
73.43618289568461,5.371145873371309,107.38270174862947,0
52.36959844637266,4.39601481328418,106.90045677073726,0
73.24083969394795,5.0865897874729,96.87218649245236,0
66.14917719583684,4.84432276460792,101.97901766718705,0
63.23077999694041,6.167782061659807,102.4701509314137,0
76.11676288840867,5.254420843301213,101.30336882911953,0
80.30999522495951,5.337602662075202,97.2484742307729,0
79.31280119116198,4.588123033877532,96.64188316030975,0
61.607824767773614,4.512393775927507,99.87222964504278,0
66.90787624148786,4.5674418121803795,105.86364509629682,0
